标题,小区,地区,房源信息,总价,单价,所在区
['高层南向景观好，满五唯一，全新装修，钥匙方便看房'],['利雅湾 '],['珠江新城中'],['3室2厅 | 129.91平米 | 西南 | 其他 | 高楼层(共29层) | 2004年 | 塔楼'],['2201'],"['169,425元/平']",天河区
['全新精装修未入住，新产品高使用率，高楼层视野好。'],['江源半岛花园 '],['金融城'],['3室1厅 | 84.34平米 | 西南 | 其他 | 高楼层(共17层) | 2010年 | 塔楼'],['770'],"['91,298元/平']",天河区
['电梯动工中 天河公园精装修 南向大三房 通风采光好'],['建华路(天河区) '],['天河公园'],['3室2厅 | 102.4平米 | 东南 南 北 | 其他 | 高楼层(共9层) | 1994年 | 塔楼'],['385'],"['37,598元/平']",天河区
['凯旋新世界户型方正 双主套三房 保养好看房方便'],['凯旋新世界枫丹丽舍 '],['珠江新城东'],['3室1厅 | 156.18平米 | 西北 | 精装 | 高楼层(共22层) | 2005年 | 塔楼'],['2800'],"['179,281元/平']",天河区
['珠城中区 猎德地铁口 隽峰苑高层 满五唯一'],['隽峰苑 '],['珠江新城中'],['2室2厅 | 71.95平米 | 东北 | 精装 | 中楼层(共32层) | 2008年 | 塔楼'],['818'],"['113,691元/平']",天河区
['兰亭盛荟 3室1厅 东北'],['兰亭盛荟 '],['东圃'],['3室1厅 | 79.9平米 | 东北 | 精装 | 高楼层(共44层) | 2018年 | 塔楼'],['520'],"['65,082元/平']",天河区
['此房满五年唯一，业主诚心。户型方正实用'],['雅怡居 '],['东圃'],['3室1厅 | 73.6平米 | 北 | 精装 | 高楼层(共9层) | 2000年 | 塔楼'],['245'],"['33,289元/平']",天河区
['兰亭盛荟三期 精装修 满两年 诚心卖'],['兰亭盛荟 '],['东圃'],['3室1厅 | 80.61平米 | 东北 | 其他 | 低楼层(共39层) | 2018年 | 塔楼'],['498'],"['61,779元/平']",天河区
['仿佛是公园里的房子，家里每一扇窗户看出去都是绿色'],['凯旋新世界枫丹丽舍 '],['珠江新城东'],['3室2厅 | 151.58平米 | 东 西北 | 简装 | 低楼层(共22层) | 2005年 | 塔楼'],['2750'],"['181,423元/平']",天河区
['南北对流采光好，客厅阳台与主卧阳台望园林，安静舒适'],['凯旋新世界广粤尊府 '],['珠江新城东'],['3室2厅 | 185.22平米 | 东南 | 精装 | 低楼层(共12层) | 2012年 | 塔楼'],['3999'],"['215,906元/平']",天河区
['珠江新城东区，潭村地铁站旁，舒适南向三房'],['富力盈盛广场 '],['珠江新城东'],['3室2厅 | 157.58平米 | 南 | 精装 | 30层 | 2013年 | 板楼'],['950'],"['60,287元/平']",天河区
['富力公园28 3室2厅 东南'],['富力公园28 '],['珠江新城东'],['3室2厅 | 157.17平米 | 东南 | 精装 | 高楼层(共48层) | 2012年 | 塔楼'],['1080'],"['68,716元/平']",天河区
['天韵阁高层东南向三房通风采光好出行方便'],['天韵阁 '],['天河公园'],['3室2厅 | 97.27平米 | 东南 | 简装 | 高楼层(共9层) | 1995年 | 塔楼'],['299'],"['30,740元/平']",天河区
['精装修 小三房 全屋定制 高楼层 视野开阔'],['兰亭盛荟 '],['东圃'],['3室2厅 | 80.28平米 | 西北 | 其他 | 高楼层(共44层) | 2018年 | 塔楼'],['522'],"['65,023元/平']",天河区
['汇峰带主套精致两房  户型方正好用'],['汇峰苑 '],['珠江新城中'],['2室1厅 | 101.24平米 | 北 | 简装 | 低楼层(共48层) | 2008年 | 塔楼'],['1150'],"['113,592元/平']",天河区
['凯旋新世界枫丹丽舍 高层北向 两套打通 可分开卖'],['凯旋新世界枫丹丽舍 '],['珠江新城东'],['3室2厅 | 153.26平米 | 北 | 精装 | 高楼层(共22层) | 2005年 | 塔楼'],['3218'],"['209,970元/平']",天河区
['天河公园东南向实用三房 通风采光好 交通便利'],['粤韵庭园 '],['天河公园'],['3室2厅 | 87.31平米 | 东南 | 精装 | 中楼层(共20层) | 2003年 | 塔楼'],['468'],"['53,603元/平']",天河区
['楼层采光好，业主诚心卖，看房方便'],['兰亭盛荟 '],['东圃'],['3室2厅 | 98.49平米 | 北 | 其他 | 中楼层(共29层) | 2018年 | 塔楼'],['680'],"['69,043元/平']",天河区
['南向安静三房卫 至便宜一套户型方正 中楼层 视野开阔'],['兰亭盛荟 '],['东圃'],['3室2厅 | 109.34平米 | 南 | 精装 | 中楼层(共33层) | 2018年 | 塔楼'],['780'],"['71,338元/平']",天河区
['满五唯一 精装修品牌家电 低楼层 老少皆宜'],['穗茵园 '],['天河公园'],['3室1厅 | 80.83平米 | 北 | 精装 | 低楼层(共9层) | 1999年 | 塔楼'],['330'],"['40,827元/平']",天河区
['金融城 美林湖畔花园 小区环境好 出门地铁 业主诚心卖'],['美林湖畔花园 '],['东圃'],['3室2厅 | 134.04平米 | 南 | 其他 | 低楼层(共18层) | 2006年 | 塔楼'],['1020'],"['76,097元/平']",天河区
['房子证满五年 电梯南向3房 格局方正 前面视野开阔'],['穗乐花园 '],['员村'],['3室1厅 | 80.74平米 | 南 | 其他 | 高楼层(共8层) | 1995年 | 塔楼'],['330'],"['40,872元/平']",天河区
['凯旋新世界 枫丹丽舍 东南向看花园安静大3房 通风对流'],['凯旋新世界枫丹丽舍 '],['珠江新城东'],['3室1厅 | 156.64平米 | 东南 | 其他 | 中楼层(共22层) | 2005年 | 塔楼'],['3298'],"['210,547元/平']",天河区
['兰亭盛荟 3室1厅 东北'],['兰亭盛荟 '],['东圃'],['3室1厅 | 79.9平米 | 东北 | 精装 | 高楼层(共44层) | 2018年 | 塔楼'],['520'],"['65,082元/平']",天河区
['江源半岛 复式户型 大3房2卫 少有卖 看房提前约'],['江源半岛花园 '],['金融城'],['3室2厅 | 137.35平米 | 南 北 | 其他 | 低楼层(共11层) | 2010年 | 塔楼'],['1055'],"['76,812元/平']",天河区
['兰亭东南向三房安静不吵，高层采光好，业主置换诚意卖'],['兰亭盛荟 '],['东圃'],['3室1厅 | 91.94平米 | 东南 | 其他 | 中楼层(共44层) | 2018年 | 塔楼'],['800'],"['87,014元/平']",天河区
['兰亭盛荟三期 精装修 满两年 诚心卖'],['兰亭盛荟 '],['东圃'],['3室1厅 | 80.61平米 | 东北 | 其他 | 低楼层(共39层) | 2018年 | 塔楼'],['498'],"['61,779元/平']",天河区
['此房满五年唯一，业主诚心。户型方正实用'],['雅怡居 '],['东圃'],['3室1厅 | 73.6平米 | 北 | 精装 | 高楼层(共9层) | 2000年 | 塔楼'],['245'],"['33,289元/平']",天河区
['光线充足 视野开阔 安静宜居 南北朝向望花园'],['兰亭盛荟 '],['东圃'],['3室1厅 | 98.42平米 | 北 | 其他 | 低楼层(共29层) | 2018年 | 塔楼'],['650'],"['66,044元/平']",天河区
['天河公园，电梯高层安静，户型方正，装修保养好。'],['穗源阁 '],['员村'],['3室2厅 | 85.86平米 | 南 | 精装 | 高楼层(共9层) | 1996年 | 塔楼'],['348'],"['40,532元/平']",天河区
['过五年 唯一  通风采光好  产权清晰'],['新城海滨花园N区 '],['珠江新城东'],['3室1厅 | 149.21平米 | 南 | 简装 | 低楼层(共30层) | 2004年 | 塔楼'],['2168'],"['145,299元/平']",天河区
['南北对流采光好，客厅阳台与主卧阳台望园林，安静舒适'],['凯旋新世界广粤尊府 '],['珠江新城东'],['3室2厅 | 185.22平米 | 东南 | 精装 | 低楼层(共12层) | 2012年 | 塔楼'],['3999'],"['215,906元/平']",天河区
['保利心语两房实用，带大露台花园'],['保利心语 '],['珠江新城中'],['2室1厅 | 76.42平米 | 西 | 精装 | 低楼层(共32层) | 2009年 | 塔楼'],['1150'],"['150,485元/平']",天河区
['仿佛是公园里的房子，家里每一扇窗户看出去都是绿色'],['凯旋新世界枫丹丽舍 '],['珠江新城东'],['3室2厅 | 151.58平米 | 东 西北 | 简装 | 低楼层(共22层) | 2005年 | 塔楼'],['2750'],"['181,423元/平']",天河区
['正南向   安静望花园   视野开阔   采光通风好'],['美林湖畔花园 '],['东圃'],['3室2厅 | 107.5平米 | 南 | 精装 | 中楼层(共18层) | 2005年 | 塔楼'],['880'],"['81,861元/平']",天河区
['精装修三房，户型方正，通风采光好'],['海景大厦 '],['天河公园'],['3室2厅 | 90.4平米 | 西 | 精装 | 中楼层(共17层) | 2001年 | 塔楼'],['345'],"['38,164元/平']",天河区
['粤韵庭园东向精装3房，大阳台通风采光好，安静望花园'],['粤韵庭园 '],['天河公园'],['3室1厅 | 87.31平米 | 东 | 精装 | 低楼层(共20层) | 2003年 | 塔楼'],['478'],"['54,748元/平']",天河区
['过五年 安静 视野开阔 户型方正 采光通风好'],['美林湖畔花园 '],['东圃'],['3室2厅 | 75.57平米 | 东南 | 精装 | 高楼层(共11层) | 2005年 | 塔楼'],['580'],"['76,751元/平']",天河区
['天河公园旁 小区直通天河公园，天河公园地铁'],['海景花园 '],['天河公园'],['3室2厅 | 149.3平米 | 东南 南 | 其他 | 低楼层(共29层) | 2003年 | 塔楼'],['830'],"['55,593元/平']",天河区
['金融城次新小区   5号线东圃地铁 业主诚心卖 方便看房'],['珠光御景骏庭 '],['东圃'],['3室2厅 | 105.91平米 | 北 | 其他 | 中楼层(共14层) | 2017年 | 塔楼'],['660'],"['62,318元/平']",天河区
['店长推荐、三房两卫，中高层大阳台安静望小区园林水景'],['美林海岸 '],['员村'],['3室2厅 | 109.25平米 | 东北 | 精装 | 18层 | 2004年 | 塔楼'],['898'],"['82,197元/平']",天河区
['珠江新城一线江景房，户型方正，鸟语花香'],['新城海滨花园S区 '],['珠江新城东'],['3室2厅 | 135.06平米 | 南 | 简装 | 高楼层(共15层) | 1990年 | 塔楼'],['1950'],"['144,381元/平']",天河区
['穗茵园正规三房 安静不吵 近地铁 金融城 天河公园'],['穗茵园 '],['天河公园'],['3室1厅 | 79.46平米 | 北 | 其他 | 中楼层(共9层) | 1999年 | 塔楼'],['300'],"['37,755元/平']",天河区
['电梯平层入户，实用3房安静南向，装修保养好'],['诚居花园 '],['员村'],['3室1厅 | 70.33平米 | 南 北 | 其他 | 低楼层(共9层) | 1996年 | 塔楼'],['298'],"['42,372元/平']",天河区
['尚东君御雅苑 次新楼 安静舒适 产权清晰 看房方便'],['尚东君御雅苑 '],['珠江新城中'],['4室2厅 | 176.73平米 | 北 | 精装 | 低楼层(共46层) | 2014年 | 塔楼'],['2350'],"['132,972元/平']",天河区
['凯旋新世界 户型正 中层单边位 通风采光好 望珠江公园'],['凯旋新世界枫丹丽舍 '],['珠江新城东'],['3室2厅 | 150.69平米 | 西北 | 其他 | 中楼层(共22层) | 2005年 | 塔楼'],['2999'],"['199,018元/平']",天河区
['此房满二年税费少，毛坯房改变空间范围大'],['江源半岛花园 '],['金融城'],['3室2厅 | 94.05平米 | 南 | 毛坯 | 低楼层(共17层) | 2010年 | 塔楼'],['986'],"['104,838元/平']",天河区
['南国花园 方正三房 装修保养好  带居家露台'],['南国花园 '],['珠江新城东'],['3室2厅 | 147.08平米 | 东 | 精装 | 中楼层(共7层) | 2005年 | 塔楼'],['1530'],"['104,026元/平']",天河区
['满五年/东南向三房 安静望花园 高层景观开阔 急卖'],['兰亭盛荟 '],['东圃'],['3室2厅 | 90.85平米 | 南 | 精装 | 高楼层(共29层) | 2018年 | 塔楼'],['790'],"['86,957元/平']",天河区
['永福正街住家装修三房  满五年  交通便利  格局方正'],['水荫路永福正街 '],['水荫'],['3室1厅 | 98.66平米 | 西南 | 简装 | 中楼层(共8层) | 1990年 | 塔楼'],['225'],"['22,806元/平']",天河区
['适合刚需上车 小区管理 安静舒适 近地铁'],['百合苑B区 '],['员村'],['3室2厅 | 91.4平米 | 南 | 简装 | 中楼层(共9层) | 1996年 | 塔楼'],['385'],"['42,123元/平']",天河区
['汇豪大厦 珠江公园门口的三房 满五唯一税费少'],['华骏花园 '],['珠江新城东'],['3室2厅 | 108.07平米 | 东 | 简装 | 低楼层(共29层) | 1996年 | 塔楼'],['830'],"['76,803元/平']",天河区
['天河公园旁 东璟3房2卫 安静望小区花园 采光 通风好'],['东璟花园 '],['员村'],['3室2厅 | 105.41平米 | 西北 | 其他 | 中楼层(共16层) | 2004年 | 塔楼'],['590'],"['55,972元/平']",天河区
['美林海岸南北通透三房 一梯两户安静采光好'],['美林海岸 '],['员村'],['3室1厅 | 132.98平米 | 南 北 | 其他 | 12层 | 2004年 | 塔楼'],['1000'],"['75,200元/平']",天河区
['南国花园，正规三房，装修保养好，满五，随时客看房'],['南国花园 '],['珠江新城东'],['3室1厅 | 108.59平米 | 西 | 精装 | 中楼层(共28层) | 2006年 | 塔楼'],['1100'],"['101,299元/平']",天河区
['此房满五唯一，采光通风好，双面景观，业主诚意卖'],['中海璟晖华庭 '],['珠江新城中'],['4室2厅 | 194.24平米 | 东 | 其他 | 低楼层(共32层) | 2007年 | 塔楼'],['2980'],"['153,419元/平']",天河区
['旭日雅苑 电梯平层入户 一梯两户 南北对流 安静采光好'],['旭日雅苑 '],['员村'],['3室1厅 | 105.13平米 | 南 | 其他 | 中楼层(共7层) | 2009年 | 塔楼'],['598'],"['56,882元/平']",天河区
['中海花城湾 二期2房 楼龄新 看房方便'],['中海花城湾 '],['珠江新城中'],['2室1厅 | 87.8平米 | 东北 | 其他 | 低楼层(共29层) | 2015年 | 塔楼'],['1500'],"['170,843元/平']",天河区
['金融城骏景花园南向高层3房 装修保养很好  看房方便'],['骏景花园 '],['棠下'],['3室1厅 | 102.5平米 | 南 | 精装 | 中楼层(共13层) | 2000年 | 塔楼'],['538'],"['52,488元/平']",天河区
['富力公园28高楼层 东向视野无遮挡采光好装修好税费少'],['富力公园28 '],['珠江新城东'],['3室2厅 | 161.27平米 | 东 | 精装 | 高楼层(共48层) | 2012年 | 塔楼'],['798'],"['49,483元/平']",天河区
['骏景南北3房双阳台看金融城诚心出'],['骏景花园 '],['棠下'],['3室2厅 | 101.83平米 | 东北 | 精装 | 中楼层(共14层) | 2003年 | 塔楼'],['616'],"['60,493元/平']",天河区
['一梯两户 过五年唯一物业 省重税 户型实用 南向安静'],['华颖花园 '],['员村'],['3室2厅 | 97.32平米 | 南 | 其他 | 低楼层(共9层) | 1999年 | 塔楼'],['525'],"['53,946元/平']",天河区
['广粤尊府 东南向江景三房 单梯独户 满五唯一物业'],['凯旋新世界广粤尊府 '],['珠江新城东'],['3室2厅 | 174.41平米 | 东南 西北 | 其他 | 高楼层(共14层) | 2012年 | 塔楼'],['4188'],"['240,124元/平']",天河区
['楼层采光好，业主诚心卖，看房方便'],['骏景花园 '],['棠下'],['3室1厅 | 106.39平米 | 北 | 简装 | 低楼层(共19层) | 2003年 | 塔楼'],['450'],"['42,298元/平']",天河区
['华颖花园一梯两户 南北对流 方正实用大三房 电梯！'],['华颖花园 '],['员村'],['3室2厅 | 99.59平米 | 南 | 其他 | 中楼层(共9层) | 1999年 | 塔楼'],['560'],"['56,231元/平']",天河区
['金融城北区天朗明居，实用小三房，安静看花园'],['富力天朗明居 '],['棠下'],['3室1厅 | 74.24平米 | 北 | 其他 | 低楼层(共18层) | 2002年 | 塔楼'],['450'],"['60,615元/平']",天河区
['实用三房，业主诚意出卖，看房方便！'],['华颖花园 '],['员村'],['3室1厅 | 87.16平米 | 南 | 简装 | 低楼层(共9层) | 1999年 | 塔楼'],['350'],"['40,157元/平']",天河区
['南北对流大三房 房子通风采光好 格局方正 电梯在协商'],['诚居花园 '],['员村'],['3室2厅 | 103.31平米 | 南 北 | 简装 | 高楼层(共9层) | 1996年 | 塔楼'],['360'],"['34,847元/平']",天河区
['金融城西区，满五年安静不吵，看江望小蛮腰，珠城夜景'],['美林海岸 '],['员村'],['3室2厅 | 173.49平米 | 南 西 | 其他 | 32层 | 2004年 | 塔楼'],['1650'],"['95,107元/平']",天河区
['凯旋新世界户型方正 飞机户型三房 保养好看房方便'],['凯旋新世界枫丹丽舍 '],['珠江新城东'],['3室2厅 | 150.69平米 | 西北 | 其他 | 高楼层(共22层) | 2005年 | 塔楼'],['2488'],"['165,108元/平']",天河区
['东南向三房采光通风好，楼下就是商场公园，交通便利'],['富力公园28 '],['珠江新城东'],['3室2厅 | 157.17平米 | 东南 | 精装 | 高楼层(共48层) | 2012年 | 塔楼'],['1200'],"['76,351元/平']",天河区
['骏景花园2+1 经典户型 安静不吵 格局实用'],['骏景花园 '],['棠下'],['3室1厅 | 76.75平米 | 北 | 其他 | 中楼层(共19层) | 2003年 | 塔楼'],['360'],"['46,906元/平']",天河区
['颐德公馆 南北对流大三房  望珠江公园 高层视野好'],['颐德公馆 '],['珠江新城东'],['3室2厅 | 170.58平米 | 南 北 | 精装 | 43层 | 2014年 | 板楼'],['3800'],"['222,770元/平']",天河区
['此房满五年唯一，户型南北通透对流，高层望珠江公园'],['颐德公馆 '],['珠江新城东'],['3室2厅 | 184.1平米 | 南 北 | 精装 | 43层 | 2014年 | 板楼'],['4088'],"['222,054元/平']",天河区
['天河金融城  骏景花园2+1房  业主诚心出'],['骏景花园 '],['棠下'],['3室1厅 | 85.46平米 | 东北 | 简装 | 低楼层(共19层) | 2003年 | 塔楼'],['390'],"['45,636元/平']",天河区
['户型方正， 采光通风好，高楼层'],['鸿发广场 '],['车陂'],['3室1厅 | 93.69平米 | 西南 | 其他 | 高楼层(共9层) | 1996年 | 塔楼'],['360'],"['38,425元/平']",天河区
['婚房精装修，西南安静看花园，视野开阔，通风采光好'],['美林海岸 '],['员村'],['3室2厅 | 88.98平米 | 南 | 其他 | 16层 | 2004年 | 塔楼'],['748'],"['84,064元/平']",天河区
['颐德公馆 3室2厅 南 北'],['颐德公馆 '],['珠江新城东'],['3室2厅 | 173.69平米 | 南 北 | 其他 | 43层 | 2014年 | 板楼'],['3680'],"['211,872元/平']",天河区
['【店长推荐】潭村精装复式3房。'],['和御御公馆 '],['珠江新城东'],['3室1厅 | 75.3平米 | 西 | 其他 | 低楼层(共22层) | 2018年 | 塔楼'],['460'],"['61,089元/平']",天河区
['精心设计新装修，珠城东区大花园社区，配套设施齐全'],['南国花园 '],['珠江新城东'],['3室2厅 | 145.27平米 | 东北 | 精装 | 低楼层(共25层) | 2006年 | 塔楼'],['1580'],"['108,763元/平']",天河区
['骏景花园实用三房 阳台大两个方 新装修才两年'],['骏景花园 '],['棠下'],['3室2厅 | 106.38平米 | 北 | 精装 | 高楼层(共15层) | 2000年 | 塔楼'],['722'],"['67,870元/平']",天河区
['凯旋新世界-枫丹丽舍 南向高层方正3+1房 安静望花园'],['凯旋新世界枫丹丽舍 '],['珠江新城东'],['3室2厅 | 148.28平米 | 西南 | 其他 | 中楼层(共14层) | 2005年 | 塔楼'],['3488'],"['235,231元/平']",天河区
['高层南向安静望小区，通风采光好 户型方正 看中可谈'],['星汇雅苑 '],['珠江新城东'],['3室2厅 | 94.45平米 | 南 | 精装 | 高楼层(共18层) | 2006年 | 塔楼'],['1080'],"['114,347元/平']",天河区
['金融城上车盘，有地铁，装修保养好'],['棠利大厦 '],['棠下'],['3室1厅 | 75.26平米 | 东南 南 | 精装 | 高楼层(共9层) | 1999年 | 板楼'],['255'],"['33,883元/平']",天河区
['新装修【保利心语两房】通风采光宜居社区'],['保利心语 '],['珠江新城中'],['2室1厅 | 76.23平米 | 西 | 其他 | 低楼层(共32层) | 2009年 | 塔楼'],['800'],"['104,946元/平']",天河区
['此房满五省税 结构方正 实用率高 视野通畅开阔'],['雅怡居 '],['东圃'],['3室1厅 | 73.21平米 | 东北 | 简装 | 高楼层(共9层) | 2000年 | 塔楼'],['215'],"['29,368元/平']",天河区
['房子满五，东南安静望花园，楼层好，视野保养好'],['兰亭盛荟 '],['东圃'],['3室1厅 | 90.85平米 | 东南 | 精装 | 中楼层(共29层) | 2018年 | 塔楼'],['750'],"['82,554元/平']",天河区
['南国花园四房 南北对流 满五唯一  楼层好 视野开阔'],['南国花园 '],['珠江新城东'],['3室1厅 | 154.16平米 | 南 北 | 精装 | 中楼层(共27层) | 2005年 | 塔楼'],['1688'],"['109,497元/平']",天河区
['凯旋新世界 精装大三房 靓丽珠江公园景观'],['凯旋新世界枫丹丽舍 '],['珠江新城东'],['3室1厅 | 150.69平米 | 东北 | 精装 | 中楼层(共22层) | 2005年 | 塔楼'],['2699'],"['179,110元/平']",天河区
['东南户型 纯正阳光房 业主自住 保养OK 即买即入住'],['兰亭盛荟 '],['东圃'],['3室1厅 | 90.85平米 | 东南 | 精装 | 中楼层(共29层) | 2018年 | 塔楼'],['600'],"['66,043元/平']",天河区
['尚东柏悦府 3室1厅 南'],['尚东柏悦府 '],['珠江新城东'],['3室1厅 | 234.41平米 | 南 | 其他 | 低楼层(共47层) | 2018年 | 塔楼'],['5600'],"['238,898元/平']",天河区
['金融城 兰亭盛荟 三房精装修 次新小区 绿树成荫'],['兰亭盛荟 '],['东圃'],['3室2厅 | 82.24平米 | 西南 | 精装 | 低楼层(共40层) | 2018年 | 塔楼'],['680'],"['82,685元/平']",天河区
['产权过5年不唯—，南向阳光好，环境安境，南北对流'],['华颖花园 '],['员村'],['3室1厅 | 91平米 | 北 | 其他 | 中楼层(共9层) | 1999年 | 塔楼'],['510'],"['56,044元/平']",天河区
['嘉华楼 三房 电梯 楼层好 视野宽阔 采光充足'],['嘉华楼 '],['东圃'],['3室2厅 | 79.79平米 | 东南 | 精装 | 高楼层(共9层) | 2003年 | 塔楼'],['260'],"['32,586元/平']",天河区
['广粤尊府，一梯一户，高楼层东南向望江'],['凯旋新世界广粤尊府 '],['珠江新城东'],['3室2厅 | 172.89平米 | 东南 | 其他 | 中楼层(共14层) | 2012年 | 塔楼'],['4428'],"['256,117元/平']",天河区
['南苑3房好楼层，南北对流，楼距宽'],['骏景花园 '],['棠下'],['3室2厅 | 103.79平米 | 南 北 | 精装 | 中楼层(共19层) | 2003年 | 塔楼'],['628'],"['60,507元/平']",天河区
['南北对流户型 ，采光通风好，视野广阔，方便看房'],['骏景花园 '],['棠下'],['3室1厅 | 104.35平米 | 北 | 精装 | 高楼层(共14层) | 2000年 | 塔楼'],['520'],"['49,833元/平']",天河区
['珠江新城东区望珠江公园no限购'],['富力盈盛广场 '],['珠江新城东'],['3室1厅 | 152.73平米 | 北 | 其他 | 30层 | 2013年 | 板楼'],['860'],"['56,309元/平']",天河区
['珠江公园旁的三房 旁边还有商场安静看花园'],['华骏花园 '],['珠江新城东'],['3室2厅 | 136.56平米 | 东北 | 其他 | 高楼层(共29层) | 1996年 | 塔楼'],['1229'],"['89,998元/平']",天河区
['金融城，核.心位置，尽享产业红利。'],['南国嘉居 '],['棠下'],['3室2厅 | 105.99平米 | 北 | 简装 | 高楼层(共6层) | 2001年 | 板楼'],['448'],"['42,269元/平']",天河区
['骏景花园 南苑小户型  保养好'],['骏景花园 '],['棠下'],['3室2厅 | 76.86平米 | 西 北 | 其他 | 中楼层(共20层) | 2003年 | 板楼'],['390'],"['50,742元/平']",天河区
['金融城北区骏景花园满五唯一4房 中层单边位通风采光好'],['骏景花园 '],['棠下'],['3室2厅 | 135.51平米 | 北 | 其他 | 中楼层(共14层) | 2000年 | 塔楼'],['720'],"['53,133元/平']",天河区
['金融城08年楼龄  买房带车位  业主诚心卖 看房方便'],['美林湖畔花园 '],['东圃'],['3室1厅 | 101.63平米 | 西南 西 | 其他 | 高楼层(共18层) | 2005年 | 塔楼'],['650'],"['63,958元/平']",天河区
['珠江新城东南向高层三房 视野好 户型方正保养好'],['富力公园28 '],['珠江新城东'],['3室1厅 | 157.17平米 | 南 | 简装 | 中楼层(共48层) | 2012年 | 塔楼'],['1200'],"['76,351元/平']",天河区
['凯旋新世界南向看花园 舒适3房 特殊户型'],['凯旋新世界枫丹丽舍 '],['珠江新城东'],['3室2厅 | 150.12平米 | 西南 | 精装 | 高楼层(共14层) | 2005年 | 塔楼'],['3150'],"['209,833元/平']",天河区
['11号大院 方正户型 近员村地铁 近都市广场 配套成熟'],['员村二横路11号大院 '],['员村'],['3室1厅 | 47.93平米 | 南 北 | 其他 | 高楼层(共6层) | 1994年 | 板楼'],['210'],"['43,814元/平']",天河区
['高楼层视野开阔，采光好，业主诚心卖，大型花园小区'],['南国花园 '],['珠江新城东'],['3室2厅 | 144.93平米 | 西南 | 精装 | 高楼层(共28层) | 2006年 | 塔楼'],['1655'],"['114,194元/平']",天河区
['骏景花园南苑 温馨三房两卫 户型实用对流'],['骏景花园 '],['棠下'],['3室2厅 | 103.88平米 | 南 北 | 精装 | 低楼层(共19层) | 2003年 | 塔楼'],['470'],"['45,245元/平']",天河区
['南国花园 园中之园 厅出大阳台 临江 业主诚心卖'],['南国花园 '],['珠江新城东'],['3室1厅 | 108.59平米 | 西 | 其他 | 中楼层(共28层) | 2006年 | 塔楼'],['1249'],"['115,020元/平']",天河区
['南国花园 厅出阳台三房  望广州塔  视野开阔'],['南国花园 '],['珠江新城东'],['3室1厅 | 108.58平米 | 西南 | 简装 | 中楼层(共28层) | 2006年 | 塔楼'],['1000'],"['92,098元/平']",天河区
['实用三房，通风采光好。看房方便。'],['美林湖畔花园 '],['东圃'],['3室2厅 | 96.47平米 | 西北 | 简装 | 中楼层(共11层) | 2005年 | 塔楼'],['508'],"['52,659元/平']",天河区
['保利心语 舒适带70方露台 实用2+1户型 安静不吵'],['保利心语 '],['珠江新城中'],['2室2厅 | 73.28平米 | 北 | 精装 | 低楼层(共32层) | 2009年 | 板塔结合'],['980'],"['133,734元/平']",天河区
['南国花园 三房安静望花园 小区大管理好'],['南国花园 '],['珠江新城东'],['3室1厅 | 109.63平米 | 西 | 简装 | 中楼层(共24层) | 2008年 | 板楼'],['1158'],"['105,629元/平']",天河区
['6栋高层一线望江景，南北对流，视野开阔，诚心出'],['兰亭盛荟 '],['东圃'],['3室2厅 | 103.19平米 | 南 | 精装 | 高楼层(共33层) | 2018年 | 塔楼'],['850'],"['82,373元/平']",天河区
['热门小区保利心语 高层两房 满五'],['保利心语 '],['珠江新城中'],['2室2厅 | 81.09平米 | 北 | 其他 | 高楼层(共32层) | 2009年 | 板塔结合'],['880'],"['108,522元/平']",天河区
['兰亭盛荟 3室2厅 南 北'],['兰亭盛荟 '],['东圃'],['3室2厅 | 92.13平米 | 南 北 | 其他 | 高楼层(共33层) | 2018年 | 塔楼'],['850'],"['92,261元/平']",天河区
['东向开阔大四房，户型方正实用，中海物业，业主诚意卖'],['中海璟晖华庭 '],['珠江新城中'],['4室2厅 | 194.24平米 | 东 | 精装 | 中楼层(共32层) | 2007年 | 塔楼'],['2100'],"['108,114元/平']",天河区
['金庭轩 精装修方正三房 近公交地铁生活便利'],['金庭轩 '],['东圃'],['3室2厅 | 82.11平米 | 西南 | 精装 | 中楼层(共9层) | 1994年 | 塔楼'],['290'],"['35,319元/平']",天河区
['满五唯一 省重税 业主自住保养好'],['美林湖畔花园 '],['东圃'],['3室2厅 | 95.44平米 | 东北 | 简装 | 高楼层(共11层) | 2005年 | 塔楼'],['530'],"['55,533元/平']",天河区
['富力盈盛 临地铁大三房 珠江公园景观 双阳台'],['富力盈盛广场 '],['珠江新城东'],['3室2厅 | 157.57平米 | 北 | 精装 | 30层 | 2013年 | 板楼'],['1145'],"['72,667元/平']",天河区
['店长特推必看 东南向3+1房、高层望公园/全新未入住'],['兰亭盛荟 '],['东圃'],['3室2厅 | 94.95平米 | 东南 | 精装 | 高楼层(共39层) | 2018年 | 塔楼'],['580'],"['61,085元/平']",天河区
['牧业大厦 三房 户型方正 实用率高'],['牧业大厦 '],['员村'],['3室2厅 | 102.36平米 | 北 | 精装 | 低楼层(共13层) | 2004年 | 塔楼'],['450'],"['43,963元/平']",天河区
['天河公园三房带电梯 安静不吵 看房方便'],['黄埔大道中锦明街 '],['天河公园'],['3室1厅 | 80.54平米 | 南 | 其他 | 中楼层(共9层)  | 塔楼'],['340'],"['42,216元/平']",天河区
